,Unnamed: 0,user_id,song_id,listen_count,title,release,artist_name,year
1881,1881,55,1516,2,Chasing Cars,Chasing Cars [live in Toronto],Snow Patrol,2006
1882,1882,55,1517,1,In My Arms,Eyes Open,Snow Patrol,2006
1883,1883,55,1518,1,Hands Open,Eyes Open,Snow Patrol,2006
1884,1884,55,1519,1,Humans Being (Album Version),Music From The Motion Picture Twister-The Dark Side Of Nature,Van Halen,0
1885,1885,56,1426,2,Such Great Heights,Grey's Anatomy Original Soundtrack,The Postal Service,2003
1886,1886,56,89,1,Undo,Vespertine Live,Björk,2001
1887,1887,56,92,2,You're The One,If There Was A Way,Dwight Yoakam,1990
1888,1888,56,5,1,Learn To Fly,There Is Nothing Left To Lose,Foo Fighters,1999
1889,1889,56,76,3,Somebody To Love,My Worlds,Justin Bieber,2010
1890,1890,56,847,1,Mia,First Love,Emmy The Great,2007
1891,1891,56,96,1,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0
1892,1892,56,949,1,Hips Don't Lie (featuring Wyclef Jean),Essential R&B Hit Selection,Shakira Featuring Wyclef Jean,0
1893,1893,56,1070,1,Crawling (Album Version),Hybrid Theory,Linkin Park,2000
1894,1894,56,1520,1,Cudi Zone,Man On The Moon: The End Of Day,Kid Cudi,2009
1895,1895,56,77,1,Ghosts 'n' Stuff (Original Instrumental Mix),Ghosts 'n' Stuff,Deadmau5,2009
1896,1896,56,1071,1,Monster,The Fame Monster,Lady GaGa,2009
1897,1897,56,814,1,Oxford Comma (Album),Vampire Weekend,Vampire Weekend,2007
1898,1898,56,1521,1,Already Gone,All I Ever Wanted,Kelly Clarkson,2009
1899,1899,56,1072,3,Just Dance,Just Dance,Lady GaGa / Colby O'Donis,2008
1900,1900,56,1138,1,Tive Sim,Nova Bis-Cartola,Cartola,1974
1901,1901,56,9,2,Sehr kosmisch,Musik von Harmonia,Harmonia,0
1902,1902,56,1522,1,I Give You To His Heart,A Hundred Miles Or More - A Collection,Alison Krauss,1998
1903,1903,56,1076,1,U Smile,My Worlds,Justin Bieber,2010
1904,1904,56,815,2,A-Punk (Album),Vampire Weekend,Vampire Weekend,2007
1905,1905,56,1523,5,Nobody (Featuring Athena Cage) (LP Version),Keith Sweat,Keith Sweat Featuring Athena Cage,1996
1906,1906,56,1081,3,Superman,The Eminem Show,Eminem / Dina Rae,2003
1907,1907,56,1524,3,Someday We'll Know,Maybe You've Been Brainwashed Too,New Radicals,1998
1908,1908,56,1525,1,Hace Tiempo,Fonseca - Acoustic Versions,Fonseca,0
1909,1909,56,236,1,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),Catch You Baby,Lonnie Gordon,0
1910,1910,56,1084,1,Te Amo,Rated R,Rihanna,2009
1911,1911,56,1085,1,Black,Ten,Pearl Jam,1991
1912,1912,56,1086,3,That Should Be Me,My Worlds,Justin Bieber,2010
1913,1913,56,149,3,Around The World (Radio Edit),Musique Vol 1,Daft Punk,1996
1914,1914,56,310,1,If I Had You,For Your Entertainment (Deluxe Version),Adam Lambert,2009
1915,1915,56,1316,2,Two Is Better Than One,Love Drunk,Boys Like Girls featuring Taylor Swift,2009
1916,1916,56,1526,1,Sin Coro,Calle 13 (Explicit Version),Calle 13,0
1917,1917,56,1527,1,Your Song (Alternate Take 10),Cilla In The 70's,Cilla Black,0
1918,1918,56,102,3,Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009
1919,1919,56,1528,1,Frisch und g'sund,Musik mit Herz und Schwung,Die Mooskirchner,0
1920,1920,56,126,1,Bulletproof,Bulletproof,La Roux,2009
1921,1921,56,1529,1,There Goes My Baby,Raymond v Raymond,Usher,2010
1922,1922,56,818,1,What You Know,Tourist History,Two Door Cinema Club,2010
1923,1923,56,780,2,Float On,Float On,Modest Mouse,2003
1924,1924,56,1530,1,Représente,Fat Come Back,Alliance Ethnik,1999
1925,1925,56,1100,1,My Name Is,The Slim Shady LP,Eminem,1999
1926,1926,56,1531,1,La Despedida,Daddy Yankee Mundial,Daddy Yankee,2010
1927,1927,56,1532,1,My Beloved Monster,Beautiful Freak,Eels,1996
1928,1928,56,1533,1,Sayonara-Nostalgia,Yuugata Generation,Base Ball Bear,2005
1929,1929,56,1534,1,Fly,Bryter Layter,Nick Drake,1970
1930,1930,56,1535,3,Ten Thousand Fists (Album Version),The Complete Studio Albums,Disturbed,0
1931,1931,56,1536,2,Mi Princesa,Mi Princesa,Gondwana,2004
1932,1932,56,1111,1,Killing In The Name,Rage Against The Machine / Evil Empire (Coffret 2 CD),Rage Against The Machine,1991
1933,1933,56,615,1,Moar Ghosts 'n' Stuff,Ghosts 'n' Stuff,Deadmau5,0
1934,1934,56,105,1,Revelry,Only By The Night,Kings Of Leon,2008
1935,1935,56,823,4,Teach Me How To Dougie,Teach Me How To Dougie,California Swag District,0
1936,1936,56,106,1,Marry Me,Save Me_ San Francisco,Train,2009
1937,1937,56,1537,2,Empire State Of Mind (Part II) Broken Down,Empire State Of Mind (Part II) Broken Down,Alicia Keys,0
1938,1938,56,899,3,Paper Planes,Decent Work For Decent Pay,M.I.A.,0
1939,1939,56,903,1,Party In The U.S.A.,Party In The U.S.A.,Miley Cyrus,2009
1940,1940,56,332,1,Drops Of Jupiter,Drops Of Jupiter,Train,2001
1941,1941,56,111,1,Use Somebody,Use Somebody,Kings Of Leon,2008
1942,1942,56,966,1,Whatcha Say,Whatcha Say,Jason Derulo,2009
1943,1943,56,1538,1,Everlong,The Colour And The Shape (Special Edition),Foo Fighters,1992
1944,1944,56,828,1,Bad Company,War Is The Answer,Five Finger Death Punch,2009
1945,1945,56,1127,1,One,...And Justice For All,Metallica,1988
1946,1946,56,1344,1,Last Exit,Vitalogy,Pearl Jam,1994
1947,1947,57,9,6,Sehr kosmisch,Musik von Harmonia,Harmonia,0
1948,1948,57,1539,1,Helena (So Long & Goodnight) (Album Version),Three Cheers For Sweet Revenge,My Chemical Romance,2004
1949,1949,57,1322,2,I'm Not Okay (I Promise) (Live From Sessions@AOL),Life On The Murder Scene,My Chemical Romance,2006
1950,1950,57,891,5,Alejandro,The Fame Monster,Lady GaGa,2009
1951,1951,58,1540,1,STARSTRUKK [FEATURINGKATYPERRY] (Explicit Bonus Version),WANT,3OH!3,2008
1952,1952,58,130,1,Harder Better Faster Stronger,Discovery,Daft Punk,2007
1953,1953,58,1060,1,Imma Be,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009
1954,1954,58,95,1,Hey_ Soul Sister,Save Me_ San Francisco,Train,0
1955,1955,58,1541,1,DONTTRUSTME [BENNYBLANCOREMIX] FEATURINGKIDCUDI (Explicit Bonus Version),WANT,3OH!3,2008
1956,1956,58,306,2,Hey There Delilah,Now That's What I Call Music! 68,Plain White T's,2005
1957,1957,58,322,7,Billionaire [feat. Bruno Mars]  (Explicit Album Version),Billionaire [feat. Bruno Mars],Travie McCoy,0
1958,1958,58,1105,1,In The End (Album Version),Hybrid Theory,Linkin Park,2000
1959,1959,58,107,1,OMG,OMG - The Remixes,Usher featuring will.i.am,2010
1960,1960,59,1426,1,Such Great Heights,Grey's Anatomy Original Soundtrack,The Postal Service,2003
1961,1961,59,362,1,TTHHEE PPAARRTTYY,Justice,Justice,0
1962,1962,59,368,1,One Minute To Midnight,Justice,Justice,0
1963,1963,59,389,1,Neon Knights,The Looks,MSTRKRFT,2006
1964,1964,59,305,1,The Funeral (Album Version),The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Band Of Horses,0
1965,1965,59,477,1,Superfresh,Oi Oi oi,Boys Noize,2007
1966,1966,59,1542,1,No One's Gonna Love You (Album),Cease to Begin,Band Of Horses,2007
1967,1967,59,574,1,Responsible Stu,One Ten Hundred Thousand Million,Octopus Project,2005
1968,1968,59,592,1,The Pulse,LP,Holy Fuck,2007
1969,1969,59,594,1,Out There On The Ice,In Ghost Colours,Cut Copy,2008
1970,1970,59,1543,1,Is There a Ghost (Album),Cease to Begin,Band Of Horses,2007
1971,1971,59,616,1,Six Feet Up,One Ten Hundred Thousand Million,Octopus Project,2005
1972,1972,59,655,1,Faxing Berlin,Random Album Title ,Deadmau5,2007
1973,1973,59,111,1,Use Somebody,Use Somebody,Kings Of Leon,2008
1974,1974,59,658,1,Strangers In The Wind,In Ghost Colours,Cut Copy,2008
1975,1975,59,1544,1,Marry Song (Album),Cease to Begin,Band Of Horses,2007
1976,1976,59,675,1,Lovely Allen,LP,Holy Fuck,2007
1977,1977,59,1545,1,Roll Right,Evil Empire,Rage Against The Machine,1996
1978,1978,59,689,1,You Could Ruin My Day,Pause,Four Tet,2001
1979,1979,60,1546,1,Good Love Is On The Way,Where The Light Is: John Mayer Live In Los Angeles,John Mayer,0
1980,1980,60,838,2,Losing Touch,Day & Age,The Killers,2008
1981,1981,60,1068,3,Day 'N' Nite,R&B Yearbook,Kid Cudi Vs Crookers,2008
1982,1982,60,96,1,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0
1983,1983,60,1547,4,Ruby_ Don't Take Your Love To Town,Sawdust,The Killers,2007
1984,1984,60,9,3,Sehr kosmisch,Musik von Harmonia,Harmonia,0
1985,1985,60,1548,1,Why Do I Keep Counting?,Sam's Town,The Killers,2006
1986,1986,60,1549,16,All The Pretty Faces,When You  Were Young,The Killers,2006
1987,1987,60,1550,14,Leave The Bourbon On The Shelf,Sawdust,The Killers,2007
1988,1988,60,1551,1,Let It Ride,The Anthology,Bachman-Turner Overdrive,1973
1989,1989,60,1552,2,My Immortal (Album Version),Fallen,Evanescence,2003
1990,1990,60,1553,2,Lucille,Greatest Hits,Kenny Rogers,1977
1991,1991,60,1554,3,Smile Like You Mean It,Hot Fuss,The Killers,2003
1992,1992,60,1555,1,Drunk,Confide In Me,Kylie Minogue,1997
1993,1993,60,1556,15,Here we go Again,A Book Like This,Angus & Julia Stone,2007
1994,1994,60,1557,3,Love Is Gone (Original Mix),Pop Life,David Guetta - Joachim Garraud - Chris Willis,0
1995,1995,60,1558,1,Let Me Think About It,Now That's What I Call Music! 68,Ida Corr Vs Fedde Le Grand,2007
1996,1996,60,1559,22,Love Is Not A Fight,Worth Fighting For,Warren Barfield,2008
1997,1997,60,1560,2,Human,Just Dance,The Killers,2008
1998,1998,60,1412,4,Walking On Sunshine,This Is... 1985,Katrina & The Waves,1985
1999,1999,60,1561,1,Listen To The Music,Rockin' Down The Highway: The Wildlife Concert,The Doobie Brothers,1972
2000,2000,60,1562,77,I C Love Affair,Disco Discharge. Euro Disco,Gaz Nevada,0
2001,2001,60,902,4,Only In Dreams,Weezer,Weezer,1994
2002,2002,60,1563,1,I Can't Stay,Day & Age,The Killers,2008
2003,2003,60,1564,1,My List,Sam's Town,The Killers,2006
2004,2004,60,1565,1,Romeo And Juliet,Sawdust,The Killers,2007
2005,2005,60,338,1,When You Were Young,When You  Were Young,The Killers,2006
2006,2006,61,1566,1,Walk-Don't Run,Greatest Instrumentals of the Rock Era - 50 Hit Songs,The Ventures,1990
2007,2007,61,1567,1,Come On Over (All I Want Is You),Christina Aguilera/Stripped,Christina Aguilera,1999
2008,2008,61,518,2,Call Me Up,Fancy Footwork,Chromeo,2007
2009,2009,61,1568,1,Genie In A Bottle,Christina Aguilera,Christina Aguilera,1999
2010,2010,61,1569,1,Ride For You (Album Version),Danity Kane,Danity Kane,2006
2011,2011,61,1570,1,One Shot (Album Version),Danity Kane,Danity Kane,2006
2012,2012,62,296,1,You And Me Jesus,Tribute To Jake Hess,Jake Hess,2004
2013,2013,62,1571,5,Natural's Not In It,Gang of Four Hit Pac - 5 Series,Gang Of Four,1979
2014,2014,62,1572,1,100°,Howl Howl Gaff Gaff,Shout Out Louds,2003
2015,2015,62,1573,1,Recess,Hullabaloo Soundtrack,Muse,0
2016,2016,62,89,1,Undo,Vespertine Live,Björk,2001
2017,2017,62,838,1,Losing Touch,Day & Age,The Killers,2008
2018,2018,62,1574,1,Olio,Echoes,The Rapture,1999
2019,2019,62,90,1,Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,0
2020,2020,62,1575,1,All We Are,Dreaming Out Loud,OneRepublic,2007
2021,2021,62,1576,1,Lovely Head,Felt Mountain,Goldfrapp,2000
2022,2022,62,1577,1,Missing Persons 1 & 2,Waking Up,OneRepublic,2009
2023,2023,62,1062,1,Decades Of Despair,Aren´t You Dead Yet?,Carnal Forge,2004
2024,2024,62,359,1,Us V Them,Sound Of Silver,LCD Soundsystem,2007
2025,2025,62,1578,1,Dragon Queen,It's Blitz!,Yeah Yeah Yeahs,2009
2026,2026,62,728,1,U.R.A Fever,Midnight Boom,The Kills,2008
2027,2027,62,1579,1,Tones Of Home,Blind Melon,Blind Melon,1991
2028,2028,62,1580,1,Don't Leave Me,The All-American Rejects,The All-American Rejects,2001
2029,2029,62,1581,1,Attention,Consolers Of The Lonely,The Raconteurs,2008
2030,2030,62,1582,1,Christmas Is My Favorite Time Of The Year,Heartbeat Christmas,Kenny Rogers,1981
2031,2031,62,1583,1,Lonesome Loser,Rearranged,Little River Band,1979
2032,2032,62,1584,1,Lost In The Plot,No Cities Left,The Dears,2003
2033,2033,62,1585,1,If I Can't Have You,Girls Triple Set,Yvonne Elliman,1977
2034,2034,62,1586,1,She Had The World (Album Version),Pretty. Odd.,Panic At The Disco,2008
2035,2035,62,1587,1,House Of Jealous Lovers,Rock Hits Workout 2 119bpm - 152bpm,The Rapture,2000
2036,2036,62,1588,1,Dub On My Mind Dub,Bunny Lee Presents the Late Great King Tubby: The Legacy,King Tubby,0
2037,2037,62,1589,1,Big Munny,One Man Band Man,Swizz Beatz,2007
2038,2038,62,404,1,Silent Shout,Silent Shout,The Knife,0
2039,2039,62,1590,5,Middle Of Nowhere (Album Version),Elevator,Hot Hot Heat,2005
2040,2040,62,1591,1,Flagpole Sitta,Scooby-Doo 2: Monsters Unleashed,Harvey Danger,1997
2041,2041,62,416,1,Hold On,Made In The Dark,Hot Chip,2008
2042,2042,62,1138,2,Tive Sim,Nova Bis-Cartola,Cartola,1974
2043,2043,62,1592,1,Top Of The World,Move Along,The All-American Rejects,2005
2044,2044,62,9,1,Sehr kosmisch,Musik von Harmonia,Harmonia,0
2045,2045,62,1593,1,Hitched,Keep On Your Mean Side,The Kills,2003
2046,2046,62,831,1,I Want You Back,Sweet Children O'Mine,Shione Yukawa,0
2047,2047,62,1594,1,Destination Calabria,Ministry of Sound Presents The Singles Volume 2,Alex Gaudino Feat. Crystal Waters,2007
2048,2048,62,1595,1,Feels So Good (Remastered Single Version),The Best Of Both Worlds,Van Halen,0
2049,2049,62,1596,1,Anybody Wanna Take Me Home,Rock N Roll,Ryan Adams,2003
2050,2050,62,1597,1,Demasiado Bueno,Te Seguiré,Edgar Oceransky,0
2051,2051,62,1598,1,Palm Reader,Out Of The Vein,Third Eye Blind,2003
2052,2052,62,231,1,Love And War (11/11/46) (Album Version),More Adventurous,Rilo Kiley,2004
2053,2053,62,232,1,Twilight Galaxy,Fantasies,Metric,2009
2054,2054,62,233,1,Money Straight (Explicit Album Version),The Real Testament [Deluxe],Plies,0
2055,2055,62,1599,1,Carry Me In Your Dreams (Albania),Eurovision Song Contest 2009,Kejsi Tola,2009
2056,2056,62,1600,1,We Share Our Mothers' Health (Album Version),Silent Shout,The Knife,0
2057,2057,62,759,1,A Man/Me/Then Jim (Album Version),More Adventurous,Rilo Kiley,2004
2058,2058,62,1601,1,Drive Away,The All American Rejects,The All-American Rejects,2003
2059,2059,62,1602,1,Hazy Shade Of Winter,We Are The 80's,Bangles,1987
2060,2060,62,767,2,Freak Train,Childish Prodigy,Kurt Vile,2009
2061,2061,62,866,1,Superstition,Keep On Your Mean Side,The Kills,2003
2062,2062,62,1603,1,Lewis Takes Off His Shirt,Heartland,Owen Pallett,2010
2063,2063,62,1604,1,Get Down Tonight,Very Best Of,KC And The Sunshine Band,1975
2064,2064,62,1605,1,On Bended Knee,End Of The Road Hit Pac,Boyz II Men,1994
2065,2065,62,1606,1,Girl U Want (Live),Q: Are We Not Men?  A: We Are Devo / Devo Live,Devo,1993
2066,2066,62,1607,1,Someone's Missing,Congratulations,MGMT,2010
2067,2067,62,252,1,Innocent When You Dream (78),Franks Wild Years,Tom Waits,1987
2068,2068,62,1608,1,Black Mission Goggles,Six Demon Bag,Man Man,2006
2069,2069,62,1609,1,Don't Be On With Her,Bravado (Ep),Miami Horror,2008
2070,2070,62,1610,1,Who Am I,Tim's Bio,Timbaland & Magoo,0
2071,2071,62,1611,1,Mrs Thompson,Always Where I Need To Be,The Kooks,0
2072,2072,62,1612,1,Lost,One Of The Boys,Katy Perry,2007
2073,2073,62,1613,1,Tired Of Being Sorry,Insomniac,Enrique Iglesias,2007
2074,2074,62,1614,1,Signs,Gold,Tesla,1990
2075,2075,62,1615,18,All Men Are Liars,Quiet Please... The New Best Of Nick Lowe,Nick Lowe,0
2076,2076,62,126,6,Bulletproof,Bulletproof,La Roux,2009
2077,2077,62,1616,5,Live And Let Die,Use Your Illusion,Guns N' Roses,1991
2078,2078,62,1617,1,Irreplaceable,Irreplaceable,Beyoncé,2006
2079,2079,62,1618,1,Beautiful Friday,Damned If I Don't,Andru Donalds,1997
2080,2080,62,1619,1,Talk Me Out Of Tampa,III,Joe Nichols,2005
2081,2081,62,833,1,Don't Leave,Insomnia - The Best Of,Faithless,1996
2082,2082,62,1620,3,Heaven Must Be Missing An Angel,Capitol Gold: The Best Of Tavares,Tavares,1979
2083,2083,62,1621,1,Whistle For Will,Made In The Dark,Hot Chip,2008
2084,2084,62,1622,1,Again Again,The Fame Monster,Lady GaGa,2008
2085,2085,62,1623,1,Darkness,Blue,Third Eye Blind,1999
2086,2086,62,1624,1,Back Porch,Pure Frosting,The Presidents of the United States of America,1995
2087,2087,62,1028,1,I Heard Love Is Blind,Frank,Amy Winehouse,2003
2088,2088,62,1625,1,Lookin' Out My Back Door,The Singles Collection,Creedence Clearwater Revival,1970
2089,2089,62,259,1,Goodnight Bad Morning,Midnight Boom,The Kills,2008
2090,2090,62,523,1,Get Innocuous!,Sound Of Silver,LCD Soundsystem,2007
2091,2091,62,1626,1,Black And White,Best Of The IRS Years,The dB's,1981
2092,2092,62,1494,1,Addicted,Back To Black,Amy Winehouse,2006
2093,2093,62,1627,5,White Heat,Ignition,John Waite,1982
2094,2094,62,783,1,Frases Mudas,El Abrazo Del Erizo,Mikel Erentxun,1995
2095,2095,62,1628,1,Pull,Nico,Blind Melon,1996
2096,2096,62,1629,1,One Way Ticket [Radio Edit],One Way Ticket,The Darkness,2005
2097,2097,62,1630,1,Sometimes,Sometimes,Miami Horror,2009
2098,2098,62,1631,1,That's That,Dropping The Writ,Cass McCombs,2007
2099,2099,62,1632,1,The Runner,Because Of The Times,Kings Of Leon,2007
2100,2100,62,69,1,We Don't Stop (Explicit),My Balls And My Word (Explicit),Young Bleed,0
2101,2101,62,550,1,In Person,Doll Domination 3.0,The Pussycat Dolls,2008
2102,2102,62,1633,1,Jam 4 U,Whut? The Album,Redman,1992
2103,2103,62,1634,1,Touch Too Much,Made In The Dark,Hot Chip,2008
2104,2104,62,1635,1,Don't Dance,Made In The Dark,Hot Chip,2008
2105,2105,62,1498,1,Shake A Tail Feather,Chicken Little Original Soundtrack (English Version),The Cheetah Girls,2005
2106,2106,62,1173,1,Q-Ball,Season Of Da Siccness,Brotha Lynch Hung,0
2107,2107,62,1636,1,Only This Moment (Röyksopps Forsiktige Massasje),Only This Moment,Röyksopp,2005
2108,2108,62,1637,1,Galang,Arular,M.I.A.,0
2109,2109,62,1638,3,Lady (Hear Me Tonight),Modjo,Modjo,2000
2110,2110,62,1639,1,Wrestlers,Made In The Dark,Hot Chip,2008
2111,2111,62,1640,1,Spaceman,Spaceman,The Killers,2008
2112,2112,62,1641,1,Helen Of Troy,Immolate Yourself,Telefon Tel Aviv,2009
2113,2113,62,1642,1,The Only Difference Between Martyrdom and Suicide Is Press Coverage (Tommie Sunshine Brooklyn Fire Remix),Snakes On A Plane [OST],Panic! At The Disco,2006
2114,2114,62,1643,1,No Good 4 You,Look Inside,Cherise,0
2115,2115,62,1644,1,This Is Your Life,Day & Age,The Killers,2008
2116,2116,62,1110,1,Bubble Toes,Brushfire Fairytales,Jack Johnson,2000
2117,2117,62,1645,1,Smothered (Album Version),Self-Destructive Pattern,Spineshank,2003
2118,2118,62,105,1,Revelry,Only By The Night,Kings Of Leon,2008
2119,2119,62,1646,5,Teenage Crush,50 Rock 'N' Roll Worlwide Number Ones,Tommy Sands,1996
2120,2120,62,1647,1,Little Of Your Time,It Won't Be Soon Before Long,Maroon 5,2007
2121,2121,62,1648,1,Bellevue,Bravado (Ep),Miami Horror,2008
2122,2122,62,1649,5,I'm Sleeping In A Submarine,EP,Arcade Fire,2003
2123,2123,62,1650,1,Don't Know What You Got (Till It's Gone),True Rock (3 CD Set),Cinderella,0
2124,2124,62,1651,5,Bette Davis Eyes,This Is... 1981,Kim Carnes,1981
2125,2125,62,1652,5,Do You Remember,. . . XYZ,Moose,0
2126,2126,62,1653,1,Hey Sexy Lady,Lucky Day,Shaggy / Brian & Tony Gold,2002
2127,2127,62,1654,5,Nitpickin',Unfinished Business,Danny Gatton,2008
2128,2128,62,1655,1,Rocket,Rocket,Goldfrapp,2010
2129,2129,62,1656,1,Southtown (2006 Remastered LP Version),Greatest Hits [The Atlantic Years],P.O.D.,0
2130,2130,62,1657,1,Epilogue,Amnesia,Asia 2001,1996
2131,2131,62,1658,1,If Looks Could Kill,Let's Get Out Of This Country,Camera Obscura,0
2132,2132,62,1659,1,Girls_ Girls_ Girls,Colour Collection,Mötley Crüe,0
2133,2133,62,1053,1,Not In Love,Crystal Castles ( II ),Crystal Castles,2010
2134,2134,62,797,2,Dreams-Come-True-Girl,Dreams-Come-True-Girl,Cass McCombs feat. Karen Black,2010
2135,2135,62,1660,2,I Believe In A Thing Called Love,The Platinum Collection,The Darkness,2002
2136,2136,62,1661,1,Half Mast,Walking On A Dream (Special Edition),Empire Of The Sun,2008
2137,2137,62,1662,5,There will be a happy meeting in Glory,Joseph Spence: The Complete Folkways Recordings_ 1958,Joseph Spence,0
2138,2138,62,1663,1,Your Star,The All American Rejects,The All-American Rejects,2003
2139,2139,62,109,1,Ain't Misbehavin,Summertime,Sam Cooke,0
2140,2140,62,1664,1,Brand New Key,Beautiful People: The Greatest Hits of Melanie,Melanie,1970
2141,2141,62,1665,1,Product Man,One Man Band Man,Swizz Beatz,2007
2142,2142,62,1666,2,Kid,Last Days At The Lodge,Amos Lee,2008
2143,2143,62,333,1,What's Your Name,This Is How I Feel,Future Loop Foundation,0
2144,2144,62,1667,1,Song For Dan Treacy,Congratulations,MGMT,2010
2145,2145,62,1668,1,Alala (Album),Cansei De Ser Sexy,CSS,0
2146,2146,62,1669,1,War,The Stars and Suns Sessions,Chikita Violenta,0
2147,2147,62,664,1,From Off To On,Silent Shout,The Knife,0
2148,2148,62,1670,2,Age Of Consent,Power_ Corruption & Lies,New Order,1983
2149,2149,62,807,1,You Don't Know Me (featuring Regina Spektor),Way To Normal,Ben Folds,2008
